,date,day,month,year,Mon,Tue,Wed,Thu,Fri,Sat,Sun,pressure,temperature,humidity,windspeed,wind_direction,maximum_windspeed_x,maximum_wind_direction,rainfall,volume,level,alarms_count,price,D+1,D+3,D+5,D+7
28,1997-02-02,02,02,1997,0,0,0,0,0,1,0,971.3046175966836,19.894095917061005,82.32181574851697,1.9365115357546685,160.26186033966889,8.594403360388615,192.0693573564969,19.12739573283452,118021.0,0,0.0,5.2,5.5,5.8,3.7,3.2
29,1997-02-03,03,02,1997,0,0,0,0,0,0,1,971.9443195603338,19.16167828085062,82.39043623582648,2.059869280050593,140.16326699558653,8.554003483139075,188.2224691262244,32.080910251714954,180664.0,0,0.0,5.5,5.6,3.8,3.3,3.1
30,1997-02-04,04,02,1997,1,0,0,0,0,0,0,971.949973270581,19.55461114304143,82.35156697787595,1.8598692800505927,151.21980409806002,8.298879808227413,189.74190375519964,16.809178802951706,190944.0,0,0.0,5.6,5.8,3.7,3.2,5.0
31,1997-02-05,05,02,1997,0,1,0,0,0,0,0,972.0332269153236,19.667875718773555,81.8775242554471,1.929644473571141,152.5091587072587,8.404096329782906,183.9937024466261,1.741835465373521,217751.0,0,0.0,5.8,3.8,3.3,3.1,3.3
32,1997-02-06,06,02,1997,0,0,1,0,0,0,0,972.0690425181604,19.43560621522745,82.05837531927689,1.977516813996673,150.1190877852729,8.44629491134319,188.77739038988847,3.956729082394797,126788.0,0,0.0,3.8,3.7,3.2,5.0,2.8
33,1997-02-12,12,02,1997,0,1,0,0,0,0,0,972.5822919480588,18.554868733598926,81.09361644784062,1.938259682383271,153.03340275396806,8.31073102184208,189.667180464758,0.8876240326336855,130873.0,0,0.0,3.7,3.3,3.1,3.3,3.5
34,1997-02-13,13,02,1997,0,0,1,0,0,0,0,972.5935993685532,18.84780159578974,81.4399062004908,1.9679416611818568,155.503367418279,8.373275191453388,186.3632935389629,1.472959721679622,123029.0,0,0.0,3.3,3.2,5.0,2.8,5.1
35,1997-02-14,14,02,1997,0,0,0,1,0,0,0,972.1021850207354,19.37309876177984,81.45908453913503,1.8944830688198928,159.58805381230118,8.406769710821738,191.1846716267857,0.7242822738841596,104930.0,0,0.0,3.2,3.1,3.3,3.5,3.9
36,1997-02-15,15,02,1997,0,0,0,0,1,0,0,971.5321152696134,19.637858130112768,82.11481786126818,1.912111272489278,171.86732501545217,8.466208053644202,191.3632935389629,10.277021206869843,125904.0,0,0.0,3.1,5.0,2.8,5.1,3.5
37,1997-02-17,17,02,1997,0,0,0,0,0,0,1,972.3766234744852,18.486365674677803,81.69198968113277,1.9525026578229632,157.12702388618655,8.255509506728478,191.12516459260365,3.23784155473298,122481.0,0,0.0,5.0,3.3,3.5,3.9,3.3
38,1997-02-18,18,02,1997,1,0,0,0,0,0,0,972.554829040042,18.35470614828141,81.55663622910347,1.935209463793685,153.33802111908935,8.313426370975353,185.7157527084953,5.545558869628841,131386.0,0,0.0,3.3,2.8,5.1,3.5,3.5
39,1997-02-19,19,02,1997,0,1,0,0,0,0,0,972.8529633261504,18.694748589476724,80.75086026409504,1.840379823726027,147.30548755962175,8.324511940569996,187.9746009594576,1.0542296874352164,121828.0,0,0.0,2.8,3.5,3.9,3.3,3.3
40,1997-02-20,20,02,1997,0,0,1,0,0,0,0,972.6915467228632,19.383737059652173,81.11511290792937,1.6540575369049988,162.4603942378331,8.098613682452944,193.8761609884878,0.1751687987068545,133696.0,0,0.0,3.5,5.1,3.5,3.5,3.2
41,1997-02-21,21,02,1997,0,0,0,1,0,0,0,972.737291403714,19.54508457738267,81.54419092211377,1.7693057638553535,152.82209636549263,8.348613682452944,185.65630283245943,2.059211351898344,115091.0,0,0.0,5.1,3.9,3.3,3.3,3.4
