,date,day,month,year,Mon,Tue,Wed,Thu,Fri,Sat,Sun,pressure,temperature,humidity,windspeed,wind_direction,maximum_windspeed_x,maximum_wind_direction,rainfall,volume,level,alarms_count,price,D+1,D+3,D+5,D+7
2433,2004-11-25,25,11,2004,0,0,1,0,0,0,0,969.4759715359912,21.308694860843715,81.38623505958361,1.841850394239725,144.40660400125435,8.572425527084283,180.8412316732865,1.215073427647517,143472.0,0,0.0,4.6,5.4,4.7,4.7,6.4
2434,2004-11-26,26,11,2004,0,0,0,1,0,0,0,969.5341766641964,20.73741280956166,81.72469659804514,1.9264228678480733,133.59378348843384,8.928476718235856,177.3471345346031,3.3266118891859784,143486.0,0,0.0,5.4,5.6,5.2,4.5,6.9
2435,2004-11-27,27,11,2004,0,0,0,0,1,0,0,969.5775099975298,19.91664357879243,81.52213249548105,1.933602355027561,142.00916810381844,8.597589265551115,178.8211173776928,1.0985281237815698,178766.0,0,0.0,5.6,4.7,4.7,6.4,8.1
2436,2004-11-28,28,11,2004,0,0,0,0,0,1,0,969.271140590954,20.211538325165296,81.16059403394259,1.8555330912067087,137.37839887304924,8.437707487466625,180.70354479101337,0.1778939404680298,205357.0,0,0.0,4.7,5.2,4.5,6.9,4.4
2437,2004-11-30,30,11,2004,1,0,0,0,0,0,0,969.0988597778492,20.389915154093742,80.68020580600204,1.9152227602917555,140.5268734092164,8.55167809553115,179.91663803112587,0.132721431317562,173391.0,0,0.0,5.2,4.7,6.4,8.1,4.1
2438,2004-12-01,01,12,2004,0,1,0,0,0,0,0,969.4779291202094,20.74882574284708,80.98037183468672,1.8440220312290203,142.24125674735515,8.444295054204812,182.2432442745529,0.3771356618106485,179213.0,0,0.0,4.7,4.5,6.9,4.4,4.3
2439,2004-12-02,02,12,2004,0,0,1,0,0,0,0,969.3212280892816,21.00438759243536,81.04995946355271,2.0802339020492067,137.92940107725204,8.714604013105458,183.2682182094252,0.942986177274566,160751.0,0,0.0,4.5,6.4,8.1,4.1,4.8
2440,2004-12-03,03,12,2004,0,0,0,1,0,0,0,967.6380272447008,21.13986505629812,82.40353613742145,2.1693536285185826,136.10661881075558,8.854130891580205,180.03714761107997,108.6738466066732,146786.0,2,13.0,6.4,6.9,4.4,4.3,4.5
2441,2004-12-04,04,12,2004,0,0,0,0,1,0,0,966.8194212143964,20.60065587489592,82.07241631737243,2.1496086903582663,169.50496202474358,9.093575905949567,186.1243367145671,59.369632220443954,164982.0,2,13.0,6.9,8.1,4.1,4.8,5.2
2442,2004-12-05,05,12,2004,0,0,0,0,0,1,0,969.9201270316328,19.13229836398033,80.61127642099937,1.993917492957792,138.61895166204928,8.59740556823854,179.04021812337822,1.205383515780738,163001.0,2,13.0,8.1,4.4,4.3,4.5,4.9
2443,2004-12-07,07,12,2004,1,0,0,0,0,0,0,970.122968964218,19.491580820604533,81.15805810124574,1.7641939329201768,140.1040348314274,8.360904767019136,184.4317055405633,3.704079164812743,235123.0,0,0.0,4.4,4.1,4.8,5.2,6.2
2444,2004-12-08,08,12,2004,0,1,0,0,0,0,0,969.8878582194648,19.31531385972669,81.15515489661061,1.808564739546256,148.57444145377946,8.36249797483582,182.21793712696007,0.8047129813982774,161286.0,0,0.0,4.1,4.3,4.5,4.9,4.8
2445,2004-12-09,09,12,2004,0,0,1,0,0,0,0,969.8989406936917,19.717891179314314,80.91546417496112,1.8165544302679053,139.72392598986195,8.435695292348088,183.06377083771423,0.3302284453158031,173349.0,0,0.0,4.3,4.8,5.2,6.2,4.5
2446,2004-12-10,10,12,2004,0,0,0,1,0,0,0,970.1528066730732,19.94672107419425,80.87938170073431,1.8060305521564213,142.07959609295472,8.360814123654917,181.1723963304849,0.2518779298518856,139366.0,0,0.0,4.8,4.5,4.9,4.8,4.3
2447,2004-12-11,11,12,2004,0,0,0,0,1,0,0,970.0636314153412,20.06914375460663,80.98247448423948,1.691339830506937,148.47392598986195,8.219834742211617,183.82188086656737,0.1858985484085866,149394.0,0,0.0,4.5,5.2,6.2,4.5,4.4
2448,2004-12-12,12,12,2004,0,0,0,0,0,1,0,970.0357963637948,20.10345818962359,80.9850518038271,1.9418121622266689,150.3991837218207,8.578339896850792,181.3785818974952,0.1656665896457,156733.0,0,0.0,5.2,4.9,4.8,4.3,4.5
2449,2004-12-14,14,12,2004,1,0,0,0,0,0,0,969.2931015435406,19.998113801991604,80.46554368456381,1.714286539944562,153.62075807173088,8.302273225345294,183.8108011901525,0.058342730704216,155744.0,0,0.0,4.9,6.2,4.5,4.4,4.9
2450,2004-12-15,15,12,2004,0,1,0,0,0,0,0,968.9951687270031,20.18984506814148,80.765285286631,1.6920643177223402,144.83006039731225,8.177468468742607,183.2066241353014,0.0529163741150688,123827.0,0,0.0,6.2,4.8,4.3,4.5,4.5
2451,2004-12-16,16,12,2004,0,0,1,0,0,0,0,969.3434891404398,20.238165481578168,80.85572456311678,1.8427535562048831,143.78871672806162,8.445943920938989,182.7750995874977,0.4734590097739835,169761.0,0,0.0,4.8,4.5,4.4,4.9,4.5
2452,2004-12-17,17,12,2004,0,0,0,1,0,0,0,969.177080871706,20.32831018238803,81.14771422719947,1.6284845591178947,151.00917882013997,8.144908884260024,182.93741617723268,0.1752677953036993,174449.0,0,0.0,4.5,4.3,4.5,4.5,4.5
2453,2004-12-18,18,12,2004,0,0,0,0,1,0,0,968.6352204065896,20.28131793635853,81.29758502823307,1.6972184092470937,144.6474217141968,8.273850897683175,182.58905307586988,0.8367665033140352,194667.0,0,0.0,4.3,4.4,4.9,4.5,4.6
2454,2004-12-19,19,12,2004,0,0,0,0,0,1,0,968.1468483135664,20.248759796823645,81.6076625476129,1.6426964454228044,147.32700827750432,8.190249105815084,183.0648843192678,1.8805649529264383,176129.0,0,0.0,4.4,4.5,4.5,4.5,5.0
2455,2004-12-21,21,12,2004,1,0,0,0,0,0,0,968.9564090370808,19.84303886455857,81.17097004115296,1.761602738168913,146.3864398020521,8.292972344711599,181.02316160300165,0.4659654697223039,157101.0,0,0.0,4.5,4.9,4.5,4.6,4.5
2456,2004-12-22,22,12,2004,0,1,0,0,0,0,0,968.6458147218352,20.12757116633269,80.9513317982589,1.5956680216501944,146.4096956160056,8.023840837081234,181.9305173942032,0.2766889839341903,136691.0,0,0.0,4.9,4.5,4.5,5.0,4.4
2457,2004-12-23,23,12,2004,0,0,1,0,0,0,0,968.7943935332048,20.097080210260337,81.08828270265167,1.7951512257845614,145.34768011212964,8.482119631533305,178.19628821798872,0.9924512578359992,149001.0,0,0.0,4.5,4.5,4.6,4.5,4.8
2458,2004-12-24,24,12,2004,0,0,0,1,0,0,0,969.4005950835924,19.79113705780556,81.50688735381446,1.925383783924096,138.82571628784024,8.436383197424778,180.3280711637252,1.91028071520034,158919.0,0,0.0,4.5,4.5,5.0,4.4,6.0
2459,2004-12-25,25,12,2004,0,0,0,0,1,0,0,969.2837992179592,19.6136176779606,81.77303722461549,1.815306264544252,143.20039329042422,8.345427125073355,181.22471199059856,2.957179940006541,176306.0,0,0.0,4.5,4.6,4.5,4.8,7.8
2460,2004-12-26,26,12,2004,0,0,0,0,0,1,0,968.9119645926362,19.811550494498064,81.6309183615664,1.800577582373709,141.7171891560573,8.306409037218058,184.55804532393188,1.8498155989212703,184456.0,0,0.0,4.6,5.0,4.4,6.0,9.0
2461,2004-12-28,28,12,2004,1,0,0,0,0,0,0,968.8659697605948,19.079250752896,81.71102172073952,1.972929003562339,157.32442429817615,8.686770794324003,184.73892387690347,4.22294221390835,170996.0,0,0.0,5.0,4.5,4.8,7.8,7.0
2462,2004-12-29,29,12,2004,0,1,0,0,0,0,0,969.6690705357888,18.528346360131145,80.72652559670851,2.0005775823737086,148.00401086148364,8.677468468742607,180.8913786572652,0.7283685704974977,198004.0,0,0.0,4.5,4.4,6.0,9.0,6.6
2463,2004-12-30,30,12,2004,0,0,1,0,0,0,0,969.6122229905692,19.1761499777022,81.01334730213487,1.786107298135983,156.20297726975238,8.451628675460952,184.48827788207143,1.0668698624871618,168849.0,0,0.0,4.4,4.8,7.8,7.0,6.3
2464,2004-12-31,31,12,2004,0,0,0,1,0,0,0,970.413773378166,17.172532406642766,81.11929045458966,2.261817892451228,150.32959225683248,8.75782878090085,183.92449628059185,2.167903454218428,132481.0,0,0.0,4.8,6.0,9.0,6.6,6.4
2465,2005-01-01,01,01,2005,0,0,0,0,1,0,0,970.5756813269006,16.58484164387397,80.52984665078095,2.0049420996816223,150.00913162826265,8.510677267334396,183.47813534743293,0.2347944494111967,145447.0,0,0.0,6.0,7.8,7.0,6.3,7.0
2466,2005-01-02,02,01,2005,0,0,0,0,0,1,0,969.8620566482374,17.68509871328271,80.79976952995833,1.6617544390132415,150.85746067710582,8.143839221061901,188.23134871504217,0.132223755323793,143225.0,0,0.0,7.8,9.0,6.6,6.4,10.8
2467,2005-01-04,04,01,2005,1,0,0,0,0,0,0,969.6702828693172,19.028800512768573,81.54784150939278,1.8368187063654269,140.65951723237575,8.404111988535035,175.51450216284422,2.552275169205541,146961.0,0,0.0,9.0,7.0,6.3,7.0,9.8
2468,2005-01-05,05,01,2005,0,1,0,0,0,0,0,969.7191260569778,19.17735063928121,81.36532222918711,1.7836483600742803,146.6260982092395,8.290696425858492,178.34732342872567,0.9368510046811196,169900.0,0,0.0,7.0,6.6,6.4,10.8,7.8
2469,2005-01-06,06,01,2005,0,0,1,0,0,0,0,969.6815939233018,19.42516554930692,81.38074639371155,1.8160391055755656,144.88573831206728,8.46023090589927,177.25836286004585,0.4954628298739216,144476.0,0,0.0,6.6,6.3,7.0,9.8,8.6
2470,2005-01-07,07,01,2005,0,0,0,1,0,0,0,969.8260669310137,19.54778765727607,81.31390834743905,1.9021573575035864,141.57982571566623,8.462407107443081,177.86837895938157,1.3833805676631248,130227.0,0,0.0,6.3,6.4,10.8,7.8,8.5
2471,2005-01-08,08,01,2005,0,0,0,0,1,0,0,969.9057584477232,19.13577737854385,81.4193068050226,2.0599119318339514,137.1710853557691,8.692238842310935,174.91544682204187,2.018470541956184,159920.0,0,0.0,6.4,7.0,9.8,8.6,8.4
2472,2005-01-09,09,01,2005,0,0,0,0,0,1,0,969.919897265204,18.634492031500148,81.59154330887864,1.9902461220653136,137.80861748944517,8.492717356444446,178.7325279924314,3.4940489481258497,150147.0,0,0.0,7.0,10.8,7.8,8.5,8.6
2473,2005-01-11,11,01,2005,1,0,0,0,0,0,0,969.6772360585338,19.31643143787064,81.79144003209015,1.8215359468083483,140.81425360590242,8.356425578299643,175.8403918172368,2.591971754693184,114133.0,0,0.0,10.8,9.8,8.6,8.4,8.3
2474,2005-01-12,12,01,2005,0,1,0,0,0,0,0,969.4589370894616,19.096328345087134,81.61360498054376,2.0308142973238126,135.5977587605416,8.641103371681151,178.68019373963892,3.232822270157102,132083.0,0,0.0,9.8,7.8,8.5,8.6,10.9
2475,2005-01-13,13,01,2005,0,0,1,0,0,0,0,968.7104834812144,18.80174071622116,82.13422353724478,1.945505018973297,144.71631546157252,8.517311724452716,179.6230228590825,13.484239795930298,158598.0,0,0.0,7.8,8.6,8.4,8.3,15.7
2476,2005-01-14,14,01,2005,0,0,0,1,0,0,0,968.8592683574408,18.26765150450153,81.73114113105771,2.0319735689010785,150.9594925992327,8.651079355388728,184.404441587263,4.138294976463988,125336.0,0,0.0,8.6,8.5,8.6,10.9,11.6
2477,2005-01-15,15,01,2005,0,0,0,0,1,0,0,969.3379454563242,17.47220803816306,80.89524369516027,1.995213948857172,148.73128747102757,8.63733442271213,178.53140159832435,0.442782155951168,165938.0,0,0.0,8.5,8.4,8.3,15.7,9.7
2478,2005-01-16,16,01,2005,0,0,0,0,0,1,0,969.900253148632,17.24143880739383,80.4157565156731,1.919829333472556,145.28513362487374,8.498298788934767,179.83264854801874,0.097910361079373,188431.0,0,0.0,8.4,8.6,10.9,11.6,8.8
2479,2005-01-18,18,01,2005,1,0,0,0,0,0,0,969.7179454563242,18.44092598688101,81.05678215669874,1.5639318975751202,149.11590285564296,7.768716149801246,191.81098127494693,0.1165001046691166,180915.0,0,0.0,8.6,8.3,15.7,9.7,8.3
2480,2005-01-19,19,01,2005,0,1,0,0,0,0,0,969.9312787896577,18.834772140727164,81.42601292592951,1.7223934360366588,140.58769772743784,8.15826325559614,181.81430130515088,0.5341924123614243,160695.0,0,0.0,8.3,10.9,11.6,8.8,8.1
2481,2005-01-20,20,01,2005,0,0,1,0,0,0,0,970.760253148632,18.86759265354768,81.47216677208336,1.931624205267428,138.68256952230962,8.51379468588998,172.31914954152566,1.0235513867203987,103120.0,0,0.0,10.9,15.7,9.7,8.3,7.6
2482,2005-01-21,21,01,2005,0,0,0,1,0,0,0,970.8360799318452,19.05429521966712,81.47216677208336,1.876709499388597,142.40051824025835,8.424619429939,178.72799446922622,1.061242156743048,97801.0,0,0.0,15.7,11.6,8.8,8.1,8.6
2483,2005-01-22,22,01,2005,0,0,0,0,1,0,0,969.790253148632,19.6881054740605,81.79011549003206,1.6582908719340947,159.90821054795066,8.180009352510346,192.55565472332088,1.7235513867203986,182392.0,0,0.0,11.6,9.7,8.3,7.6,9.7
2484,2005-01-23,23,01,2005,0,0,0,0,0,1,0,969.6338428922217,19.302208038163062,81.26191036182695,1.8013677950110176,141.2646208043609,8.633738917599171,180.7030319372577,0.5412436944127064,179361.0,0,0.0,9.7,8.8,8.1,8.6,8.7
2485,2005-01-24,24,01,2005,0,0,0,0,0,0,1,969.0799967383756,19.72836188431691,81.18242318233976,1.5385472821905049,159.941543881284,7.83737418326899,190.26254998117489,0.0994488226178346,150069.0,0,0.0,8.8,8.3,7.6,9.7,8.2
2486,2005-01-25,25,01,2005,1,0,0,0,0,0,0,968.0197403281192,20.18913111508614,81.44396164387823,1.6070088206520434,163.3953900351301,8.124907159993635,187.00225911362003,0.1673975405665526,147083.0,0,0.0,8.3,8.1,8.6,8.7,8.7
2487,2005-01-27,27,01,2005,0,0,1,0,0,0,0,967.8538428922216,19.825284961239987,81.72088472080131,1.6075216411648636,162.60821054795065,7.924771753980743,193.313923341331,0.1234231815921936,152163.0,0,0.0,8.1,7.6,9.7,8.2,8.4
2488,2005-01-28,28,01,2005,0,0,0,1,0,0,0,967.6076890460678,19.60579778175281,81.98242318233976,1.624701128344351,160.52103106077115,7.853130637440009,192.04803133085272,0.4830385662075782,120498.0,0,0.0,7.6,8.6,8.7,8.7,8.1
2489,2005-01-29,29,01,2005,0,0,0,0,1,0,0,968.0620480204268,19.684259320214345,81.85165395157053,1.611624205267428,157.93897977871987,7.923170583806561,183.64290495827515,0.8163718995409116,145639.0,0,0.0,8.6,9.7,8.2,8.4,8.4
2490,2005-01-30,30,01,2005,0,0,0,0,0,1,0,968.6392275076064,19.120156756111783,81.84396164387823,1.9490601027033247,142.52359516333527,8.692069463075741,175.1860943443951,2.100987284156296,147685.0,0,0.0,9.7,8.7,8.7,8.1,7.7
2491,2005-02-01,01,02,2005,1,0,0,0,0,0,0,969.2592275076064,17.695541371496397,81.15678215669874,1.9359831796264024,142.7784110497352,8.613683159719319,177.54580357986123,0.9109804418288104,169474.0,0,0.0,8.7,8.2,8.4,8.4,7.5
2492,2005-02-02,02,02,2005,0,1,0,0,0,0,0,969.7479454563244,17.705797781752807,81.54652574644233,1.835213948857172,145.40564644538654,8.324038056550139,183.80919366112192,1.9677753136236824,162204.0,0,0.0,8.2,8.7,8.1,7.7,8.0
2493,2005-02-03,03,02,2005,0,0,1,0,0,0,0,969.524099302478,18.6881054740605,81.93370523362182,1.7070088206520433,154.067184906925,8.047072250932503,186.608160142386,1.797390698239067,190857.0,0,0.0,8.7,8.4,8.4,7.5,6.5
2494,2005-02-04,04,02,2005,0,0,0,1,0,0,0,969.008458276837,19.61246444841948,81.93883343875002,1.5749575386007613,157.50821054795065,7.81750238286844,188.5927979206513,0.8096983905467593,195442.0,0,0.0,8.4,8.1,7.7,8.0,5.8
2495,2005-02-05,05,02,2005,0,0,0,0,1,0,0,969.0810223794012,20.102720858675884,81.98242318233976,1.5172652309084536,149.53128747102758,7.5716249269121665,184.3884238106122,0.155339416187785,194358.0,0,0.0,8.1,8.4,7.5,6.5,5.7
2496,2005-02-06,06,02,2005,0,0,0,0,0,1,0,969.4161505845292,20.31759265354768,82.0080642079808,1.5170088206520431,156.97487721461732,7.627072250932504,188.0107242449501,0.411365057213426,213943.0,0,0.0,8.4,7.7,8.0,5.8,6.5
2497,2005-02-07,07,02,2005,0,0,0,0,0,0,1,969.7074326358114,20.6304131663682,81.84908984900643,1.550598564241787,153.8697490094891,7.909899959108949,187.5370002644079,0.3545701854185542,323635.0,0,0.0,7.7,7.5,6.5,5.7,6.8
2498,2005-02-08,08,02,2005,1,0,0,0,0,0,0,970.007689046068,20.338361884316907,81.92601292592951,1.7026498462930688,146.347641818966,7.973032395465661,182.6791785254418,1.1599548008031697,75611.0,0,0.0,7.5,8.0,5.8,6.5,7.0
2499,2005-02-14,14,02,2005,0,0,0,0,0,0,1,969.328412704988,20.12026835790803,81.85528291067214,1.707580864252311,149.16794830276288,8.282750101483215,183.194215725904,1.9424996717563912,145848.0,0,0.0,8.0,6.5,5.7,6.8,8.4
2500,2005-02-15,15,02,2005,1,0,0,0,0,0,0,968.622517038157,20.91846722908202,81.62931759325419,1.638950269012952,160.6411119131987,8.244880406054627,191.30199786821947,0.1420937430753509,138866.0,0,0.0,6.5,5.8,6.5,7.0,8.9
2501,2005-02-16,16,02,2005,0,1,0,0,0,0,0,968.224836625786,21.09527135279336,81.58034852108923,1.6446203721057355,161.50548870622958,8.183801244269567,192.4378115757702,0.1048514750341137,138609.0,0,0.0,5.8,5.7,6.8,8.4,16.8
2502,2005-02-17,17,02,2005,0,0,1,0,0,0,0,968.2830840484664,20.31692083732944,81.80199800562532,1.7696203721057355,144.257091294642,8.168756838954947,184.48819756417743,5.426758691528959,117759.0,0,0.0,5.7,6.5,7.0,8.9,16.2
2503,2005-02-18,18,02,2005,0,0,0,1,0,0,0,968.6366389260676,19.385316803999547,82.28458882326855,1.868249244715036,141.2476398194724,8.665056788173622,176.79068584656576,38.46499324502117,85145.0,0,0.0,6.5,6.8,8.4,16.8,13.5
2504,2005-02-19,19,02,2005,0,0,0,0,1,0,0,969.6823972808236,17.714108577778465,81.95296928599349,2.174161841116064,140.73350100199167,8.945371758482391,178.76293711110674,19.990957255303947,116362.0,0,0.0,6.8,7.0,8.9,16.2,13.2
2505,2005-02-20,20,02,2005,0,0,0,0,0,1,0,970.3574615481756,16.816458194196418,81.8938433219832,2.0530391282812466,143.50727992230014,8.669162684860476,181.1293808399114,15.287229748877213,130143.0,0,0.0,7.0,8.4,16.8,13.5,11.7
2506,2005-02-21,21,02,2005,0,0,0,0,0,0,1,970.1072170753896,17.524830991681014,82.06703856695515,1.762999209926719,142.53994951127368,8.158200275813302,182.74375100590024,8.461749672598042,97406.0,0,0.0,8.4,8.9,16.2,13.2,14.4
2507,2005-02-22,22,02,2005,1,0,0,0,0,0,0,969.1874326358115,18.76784906380409,82.10037190028848,1.5754703591135817,155.72969310101726,7.883556553215222,187.41834644915687,2.5948265956749643,124733.0,0,0.0,8.9,16.8,13.5,11.7,22.2
2508,2005-02-23,23,02,2005,0,1,0,0,0,0,0,968.2635864819651,19.762720858675884,81.86191036182694,1.498803692446915,155.6912315625557,7.690961133473216,189.5963731483014,0.4677753136236824,121124.0,0,0.0,16.8,16.2,13.2,14.4,16.7
2509,2005-02-26,26,02,2005,0,0,0,0,1,0,0,969.4964914521296,18.83239248050165,82.09419045950118,2.1656014691951646,138.74027842355423,9.140422398363112,177.45956226841574,23.28067447895433,142892.0,0,0.0,16.2,13.5,11.7,22.2,19.1
2510,2005-02-27,27,02,2005,0,0,0,0,0,1,0,969.2669284701246,19.00385777613147,82.07105421271454,1.891822548886681,143.72131133950288,8.461826184284378,179.7477849831511,14.02758964604945,174761.0,0,0.0,13.5,13.2,14.4,16.7,22.0
2511,2005-03-01,01,03,2005,1,0,0,0,0,0,0,969.8830530085646,18.50466497609698,81.88596423842148,1.8755841548179304,139.94593395054653,8.380075394668232,183.59293154647324,9.295970108774386,172095.0,0,0.0,13.2,11.7,22.2,19.1,22.2
2512,2005-03-02,02,03,2005,0,1,0,0,0,0,0,969.567442608942,19.08329222343224,82.26642696335722,1.7856528830769125,149.03333754951825,8.390883375321547,182.68604898960328,22.908444835015302,140843.0,0,0.0,11.7,14.4,16.7,22.0,30.1
2513,2005-03-03,03,03,2005,0,0,1,0,0,0,0,969.7787536629266,18.11953901006463,82.13789225898704,2.170742857369972,142.19014988884987,9.086913035361736,171.8542730157983,27.06307208437264,90351.0,0,0.0,14.4,22.2,19.1,22.2,22.6
2514,2005-03-04,04,03,2005,0,0,0,1,0,0,0,970.8803863989,17.45700793568093,80.82511139369052,1.98656388542738,140.97515356091614,8.86492193896152,177.77133623559732,2.757416557380348,95716.0,0,0.0,22.2,16.7,22.0,30.1,20.4
2515,2005-03-05,05,03,2005,0,0,0,0,1,0,0,971.3451678899024,16.935892252424935,80.55004712633834,1.9159128193418893,167.1849782506437,8.887096701430671,187.6295279526292,4.983637637071865,175269.0,0,0.0,16.7,19.1,22.2,22.6,15.7
2516,2005-03-06,06,03,2005,0,0,0,0,0,1,0,971.3125200749926,17.48139353777198,79.98192373302214,1.779923102118239,143.29391962775418,8.368461964320485,176.5616761819774,0.2922494622646671,163407.0,0,0.0,19.1,22.0,30.1,20.4,18.8
2517,2005-03-08,08,03,2005,1,0,0,0,0,0,0,970.1279454563244,19.264772140727164,80.69011549003207,1.5895729232161455,156.1441079838481,7.896648527620263,191.56443510024576,0.0843206174896295,107639.0,0,0.0,22.0,22.2,22.6,15.7,17.4
2518,2005-03-09,09,03,2005,0,1,0,0,0,0,0,969.1064478446202,20.0043181711682,81.00037190028848,1.5150504919780012,158.53225720358137,7.88144957207446,190.2893660204741,0.3482949764639884,83859.0,0,0.0,22.2,30.1,20.4,18.8,15.1
2519,2005-03-10,10,03,2005,0,0,1,0,0,0,0,968.1861505845294,20.623233679188704,81.43883343875002,1.6013677950110177,162.92712899845316,8.099791226323804,192.87854908433488,0.3691924123614243,66251.0,0,0.0,30.1,22.6,15.7,17.4,16.0
2520,2005-03-11,11,03,2005,0,0,0,1,0,0,0,968.242817251196,20.435541371496395,81.69524369516027,1.897778051421274,148.5707187420429,9.043118983943613,180.57287902681463,3.4291924123614246,116739.0,0,0.0,22.6,20.4,18.8,15.1,16.6
2521,2005-03-12,12,03,2005,0,0,0,0,1,0,0,969.346406994786,18.132208038163064,82.10293600285259,2.2618806155238382,138.87328284460702,9.24933553873318,168.54646151243458,18.962653950822965,155285.0,0,0.0,20.4,15.7,17.4,16.0,15.3
2522,2005-03-13,13,03,2005,0,0,0,0,0,1,0,970.2876890460678,16.931951627906653,81.56191036182695,2.0634190770623,143.7620567017968,8.77296081566155,178.5160908065845,9.540218053387068,168706.0,0,0.0,15.7,18.8,15.1,16.6,16.8
2523,2005-03-15,15,03,2005,1,0,0,0,0,0,0,969.5379454563242,19.579900345855368,81.21062831054489,1.6359831796264022,150.69892387024802,7.948846598062589,190.0947846563926,0.0876539508229628,117937.0,0,0.0,18.8,17.4,16.0,15.3,14.4
2524,2005-03-16,16,03,2005,0,1,0,0,0,0,0,969.5107659691448,20.521182397137423,81.21062831054489,1.6423934360366583,152.72103106077117,8.057489611798983,187.79162107444247,0.1779103610793731,107704.0,0,0.0,17.4,15.1,16.6,16.8,13.9
2525,2005-03-17,17,03,2005,0,0,1,0,0,0,0,969.1220480204267,20.74349008944512,81.35934625926284,1.6888036924469152,148.24154388128397,8.51010476950241,177.24646151243456,0.4865001046691167,120490.0,0,0.0,15.1,16.0,15.3,14.4,12.8
2526,2005-03-18,18,03,2005,0,0,0,1,0,0,0,970.1889710973498,19.12887470482973,80.84908984900643,2.2362395898828127,137.11333875307886,9.266175927079374,176.30545826505886,0.6357308738998859,109213.0,0,0.0,16.0,16.6,16.8,13.9,11.7
2527,2005-03-19,19,03,2005,0,0,0,0,1,0,0,970.0751249435036,19.0555413714964,80.69780779772438,1.841111384754608,146.273282844607,8.415382816467913,182.9648274287932,0.1132949764639884,125870.0,0,0.0,16.6,15.3,14.4,12.8,11.2
2528,2005-03-20,20,03,2005,0,0,0,0,0,1,0,969.4497403281192,20.02913111508614,81.1260129259295,1.646752410395633,151.99026183000194,8.040835716201775,184.7030543309077,0.0736795918486038,149021.0,0,0.0,15.3,16.8,13.9,11.7,11.3
2529,2005-03-22,22,03,2005,1,0,0,0,0,0,0,967.8507659691448,21.23887470482973,81.63370523362181,1.5918806155238383,157.52200079332496,8.037404140894091,192.1342015254968,4.228294976463989,117702.0,0,0.0,16.8,14.4,12.8,11.2,8.8
2530,2005-03-23,23,03,2005,0,1,0,0,0,0,0,968.602817251196,19.64169521765024,81.6260129259295,2.099572923216146,149.9758469471711,9.048503599328228,182.68569953963515,8.783936002105014,112577.0,0,0.0,14.4,13.9,11.7,11.3,7.3
2531,2005-03-24,24,03,2005,0,0,1,0,0,0,0,969.8725608409396,19.01118239713742,80.76447446439104,2.039829333472556,136.9630264343506,8.908577961460345,179.68571638057523,0.7544488226178347,114419.0,0,0.0,13.9,12.8,11.2,8.8,9.2
2532,2005-03-25,25,03,2005,0,0,0,1,0,0,0,970.0879454563242,18.861695217650244,80.68242318233976,1.908803692446915,144.71846695820707,8.557284256681898,182.01056407653712,0.2459872841562961,120099.0,0,0.0,12.8,11.7,11.3,7.3,7.6
2533,2005-03-26,26,03,2005,0,0,0,0,1,0,0,969.3197403281192,19.82297726893229,81.03370523362182,1.657778051421274,151.1748772146173,7.972742732129284,189.40317898488988,0.2090642072332192,133672.0,0,0.0,11.7,11.2,8.8,9.2,6.5
2534,2005-03-27,27,03,2005,0,0,0,0,0,1,0,968.4379454563242,20.883746499701523,81.55934625926284,1.6018806155238383,158.99026183000194,8.128308232952593,190.7611979581636,9.393807796976809,133007.0,0,0.0,11.2,11.3,7.3,7.6,8.4
2535,2005-03-29,29,03,2005,1,0,0,0,0,0,0,968.384099302478,20.221438807393834,82.05421805413464,1.9147011283443511,139.32103106077116,8.996780307337467,179.98724879695402,25.67047446364348,132149.0,0,0.0,11.3,8.8,9.2,6.5,10.3
2536,2005-03-30,30,03,2005,0,1,0,0,0,0,0,968.3747423385432,19.21054741501322,81.86731357317895,1.915838447714277,143.82806785217798,8.48574293793584,183.8404870924282,24.81268648025952,147533.0,0,0.0,8.8,7.3,7.6,8.4,7.5
2537,2005-03-31,31,03,2005,0,0,1,0,0,0,0,968.0279557061526,19.75322093686412,82.27091254490131,1.6477150543980814,145.62401079383355,8.049274706578679,182.146799238234,22.32721090185336,143548.0,0,0.0,7.3,9.2,6.5,10.3,5.9
2538,2005-04-01,01,04,2005,0,0,0,1,0,0,0,968.0482018665806,20.42605419200921,82.19267959259618,1.58367548731871,162.8399495112737,7.792668872066513,194.44646151243447,1.0934364042904634,98176.0,0,0.0,9.2,7.6,8.4,7.5,5.9
2539,2005-04-02,02,04,2005,0,0,0,0,1,0,0,968.0825608409395,20.30759265354768,81.99011549003207,1.8623934360366587,153.93738540870956,8.56978565061028,186.95749441143,3.999205635059694,177027.0,0,0.0,7.6,6.5,10.3,5.9,6.0
2540,2005-04-03,03,04,2005,0,0,0,0,0,1,0,969.2494839178628,20.133490089445115,80.93626933618592,1.9621370257802488,137.0466720864122,8.745895636980732,174.67251973648544,0.4168979427520017,192055.0,0,0.0,6.5,8.4,7.5,5.9,6.2
2541,2005-04-04,04,04,2005,0,0,0,0,0,0,1,970.1097403281192,19.818361884316907,80.26960266951924,1.917008820652044,139.20308234282246,8.57344975633214,174.0754599703188,0.1043338401878991,169905.0,0,0.0,8.4,10.3,5.9,6.0,8.1
